visit_day,visits
2135-06-14,16
2135-06-15,16
2135-06-16,15
2135-06-17,13
2135-06-18,15
2135-06-19,15
2135-06-20,11
2135-06-21,23
2135-06-22,22
2135-06-23,12
2135-06-24,10
2135-06-25,18
2135-06-26,13
2135-06-27,12
2135-06-28,19
2135-06-29,12
2135-06-30,14
2135-07-01,9
2135-07-02,17
2135-07-03,13
2135-07-04,16
2135-07-05,12
2135-07-06,19
2135-07-07,20
2135-07-08,15
2135-07-09,13
2135-07-10,26
2135-07-11,17
2135-07-12,22
2135-07-13,12
2135-07-14,14
2135-07-15,9
2135-07-16,11
2135-07-17,21
2135-07-18,16
2135-07-19,16
2135-07-20,16
2135-07-21,18
2135-07-22,8
2135-07-23,15
2135-07-24,8
2135-07-25,13
2135-07-26,21
2135-07-27,14
2135-07-28,17
2135-07-29,14
2135-07-30,23
2135-07-31,18
2135-08-01,14
2135-08-02,20
2135-08-03,10
2135-08-04,22
2135-08-05,15
2135-08-06,22
2135-08-07,16
2135-08-08,17
2135-08-09,14
2135-08-10,14
2135-08-11,14
2135-08-12,17
2135-08-13,13
2135-08-14,17
2135-08-15,14
2135-08-16,15
2135-08-17,22
2135-08-18,20
2135-08-19,14
2135-08-20,12
2135-08-21,9
2135-08-22,13
2135-08-23,16
2135-08-24,15
2135-08-25,13
2135-08-26,15
2135-08-27,14
2135-08-28,15
2135-08-29,16
2135-08-30,20
2135-08-31,17
2135-09-01,11
2135-09-02,15
2135-09-03,22
2135-09-04,16
2135-09-05,20
2135-09-06,18
2135-09-07,18
2135-09-08,15
2135-09-09,17
2135-09-10,13
2135-09-11,14
2135-09-12,9
2135-09-13,8
2135-09-14,20
2135-09-15,8
2135-09-16,12
2135-09-17,11
2135-09-18,14
2135-09-19,21
2135-09-20,18
2135-09-21,20
2135-09-22,15
2135-09-23,13
2135-09-24,9
2135-09-25,14
2135-09-26,9
2135-09-27,18
2135-09-28,17
2135-09-29,19
2135-09-30,15
2135-10-01,14
2135-10-02,10
2135-10-03,18
2135-10-04,13
2135-10-05,16
2135-10-06,12
2135-10-07,19
2135-10-08,9
2135-10-09,9
2135-10-10,13
2135-10-11,14
2135-10-12,17
2135-10-13,20
2135-10-14,22
2135-10-15,13
2135-10-16,14
2135-10-17,15
2135-10-18,16
2135-10-19,9
2135-10-20,18
2135-10-21,9
2135-10-22,8
2135-10-23,15
2135-10-24,8
2135-10-25,20
2135-10-26,14
2135-10-27,15
2135-10-28,11
2135-10-29,9
2135-10-30,21
2135-10-31,20
2135-11-01,11
2135-11-02,18
2135-11-03,16
2135-11-04,11
2135-11-05,24
2135-11-06,22
2135-11-07,15
2135-11-08,10
2135-11-09,16
2135-11-10,19
2135-11-11,13
2135-11-12,12
2135-11-13,19
2135-11-14,7
2135-11-15,10
2135-11-16,14
2135-11-17,16
2135-11-18,10
2135-11-19,17
2135-11-20,11
2135-11-21,14
2135-11-22,26
2135-11-23,16
2135-11-24,16
2135-11-25,18
2135-11-26,13
2135-11-27,14
2135-11-28,12
2135-11-29,18
2135-11-30,11
2135-12-01,12
2135-12-02,13
2135-12-03,7
2135-12-04,19
2135-12-05,17
2135-12-06,9
2135-12-07,18
2135-12-08,13
2135-12-09,15
2135-12-10,11
2135-12-11,18
2135-12-12,12
2135-12-13,18
2135-12-14,17
2135-12-15,17
2135-12-16,12
2135-12-17,15
2135-12-18,13
2135-12-19,17
2135-12-20,15
2135-12-21,13
2135-12-22,14
2135-12-23,13
2135-12-24,6
2135-12-25,15
2135-12-26,9
2135-12-27,16
2135-12-28,16
2135-12-29,15
2135-12-30,9
2135-12-31,14
2136-01-01,26
2136-01-02,25
2136-01-03,10
2136-01-04,16
2136-01-05,10
2136-01-06,17
2136-01-07,17
2136-01-08,9
2136-01-09,13
2136-01-10,15
2136-01-11,19
2136-01-12,20
2136-01-13,15
2136-01-14,15
2136-01-15,12
2136-01-16,13
2136-01-17,18
2136-01-18,16
2136-01-19,14
2136-01-20,16
2136-01-21,17
2136-01-22,17
2136-01-23,16
2136-01-24,13
2136-01-25,12
2136-01-26,20
2136-01-27,10
2136-01-28,12
2136-01-29,18
2136-01-30,4
2136-01-31,10
2136-02-01,17
2136-02-02,15
2136-02-03,22
2136-02-04,18
2136-02-05,16
2136-02-06,11
2136-02-07,20
2136-02-08,15
2136-02-09,15
2136-02-10,19
2136-02-11,17
2136-02-12,13
2136-02-13,14
2136-02-14,15
2136-02-15,9
2136-02-16,16
2136-02-17,14
2136-02-18,17
2136-02-19,13
2136-02-20,15
2136-02-21,15
2136-02-22,13
2136-02-23,7
2136-02-24,16
2136-02-25,16
2136-02-26,9
2136-02-27,17
2136-02-28,13
2136-02-29,16
2136-03-01,10
2136-03-02,14
2136-03-03,11
2136-03-04,13
2136-03-05,15
2136-03-06,14
2136-03-07,13
2136-03-08,16
2136-03-09,16
2136-03-10,7
2136-03-11,11
2136-03-12,7
2136-03-13,13
2136-03-14,17
2136-03-15,23
2136-03-16,16
2136-03-17,12
2136-03-18,16
2136-03-19,10
2136-03-20,17
2136-03-21,15
2136-03-22,9
2136-03-23,11
2136-03-24,16
2136-03-25,12
2136-03-26,10
2136-03-27,14
2136-03-28,16
2136-03-29,15
2136-03-30,10
2136-03-31,14
2136-04-01,19
2136-04-02,7
2136-04-03,14
2136-04-04,16
2136-04-05,6
2136-04-06,16
2136-04-07,18
2136-04-08,16
2136-04-09,10
2136-04-10,9
2136-04-11,15
2136-04-12,9
2136-04-13,20
2136-04-14,11
2136-04-15,10
2136-04-16,10
2136-04-17,14
2136-04-18,18
2136-04-19,15
2136-04-20,7
2136-04-21,13
2136-04-22,16
2136-04-23,7
2136-04-24,14
2136-04-25,13
2136-04-26,14
2136-04-27,16
2136-04-28,9
2136-04-29,11
2136-04-30,12
2136-05-01,18
2136-05-02,11
2136-05-03,11
2136-05-04,9
2136-05-05,14
2136-05-06,16
2136-05-07,9
2136-05-08,14
2136-05-09,14
2136-05-10,9
2136-05-11,16
2136-05-12,15
2136-05-13,21
2136-05-14,13
2136-05-15,19
2136-05-16,16
2136-05-17,15
2136-05-18,12
2136-05-19,9
2136-05-20,15
2136-05-21,16
2136-05-22,11
2136-05-23,15
2136-05-24,21
2136-05-25,20
2136-05-26,14
2136-05-27,12
2136-05-28,13
2136-05-29,17
2136-05-30,15
2136-05-31,15
2136-06-01,13
2136-06-02,9
2136-06-03,11
2136-06-04,13
2136-06-05,13
2136-06-06,8
2136-06-07,14
2136-06-08,13
2136-06-09,12
2136-06-10,13
2136-06-11,22
2136-06-12,15
2136-06-13,12
2136-06-14,17
2136-06-15,15
2136-06-16,10
2136-06-17,12
2136-06-18,23
2136-06-19,11
2136-06-20,15
2136-06-21,11
2136-06-22,13
2136-06-23,12
2136-06-24,11
2136-06-25,17
2136-06-26,19
2136-06-27,15
2136-06-28,14
2136-06-29,14
2136-06-30,11
2136-07-01,13
2136-07-02,11
2136-07-03,17
2136-07-04,10
2136-07-05,13
2136-07-06,22
2136-07-07,12
2136-07-08,14
2136-07-09,8
2136-07-10,20
2136-07-11,10
2136-07-12,16
2136-07-13,14
2136-07-14,15
2136-07-15,15
2136-07-16,20
2136-07-17,17
2136-07-18,19
2136-07-19,8
2136-07-20,15
2136-07-21,12
2136-07-22,8
2136-07-23,17
2136-07-24,9
2136-07-25,13
2136-07-26,21
2136-07-27,16
2136-07-28,14
2136-07-29,10
2136-07-30,11
2136-07-31,20
2136-08-01,13
2136-08-02,8
2136-08-03,8
2136-08-04,11
2136-08-05,21
2136-08-06,13
2136-08-07,15
2136-08-08,22
2136-08-09,14
2136-08-10,15
2136-08-11,7
2136-08-12,8
2136-08-13,15
2136-08-14,9
2136-08-15,14
2136-08-16,18
2136-08-17,8
2136-08-18,20
2136-08-19,15
2136-08-20,14
2136-08-21,15
2136-08-22,16
2136-08-23,15
2136-08-24,12
2136-08-25,11
2136-08-26,13
2136-08-27,17
2136-08-28,21
2136-08-29,8
2136-08-30,13
2136-08-31,13
2136-09-01,16
2136-09-02,5
2136-09-03,14
2136-09-04,17
2136-09-05,15
2136-09-06,19
2136-09-07,13
2136-09-08,8
2136-09-09,13
2136-09-10,14
2136-09-11,12
2136-09-12,11
2136-09-13,18
2136-09-14,15
2136-09-15,13
2136-09-16,15
2136-09-17,22
2136-09-18,19
2136-09-19,13
2136-09-20,16
2136-09-21,18
2136-09-22,20
2136-09-23,14
2136-09-24,13
2136-09-25,17
2136-09-26,13
2136-09-27,16
2136-09-28,19
2136-09-29,21
2136-09-30,10
2136-10-01,13
2136-10-02,17
2136-10-03,10
2136-10-04,18
2136-10-05,9
2136-10-06,14
2136-10-07,15
2136-10-08,14
2136-10-09,15
2136-10-10,15
2136-10-11,11
2136-10-12,21
2136-10-13,17
2136-10-14,20
2136-10-15,13
2136-10-16,10
2136-10-17,11
2136-10-18,17
2136-10-19,12
2136-10-20,21
2136-10-21,13
2136-10-22,9
2136-10-23,8
2136-10-24,10
2136-10-25,14
2136-10-26,10
2136-10-27,17
2136-10-28,14
2136-10-29,11
2136-10-30,11
2136-10-31,11
2136-11-01,7
2136-11-02,15
2136-11-03,13
2136-11-04,13
2136-11-05,7
2136-11-06,13
2136-11-07,18
2136-11-08,14
2136-11-09,11
2136-11-10,21
2136-11-11,15
2136-11-12,25
2136-11-13,22
2136-11-14,8
2136-11-15,12
2136-11-16,18
2136-11-17,16
2136-11-18,14
2136-11-19,21
2136-11-20,12
2136-11-21,15
2136-11-22,9
2136-11-23,14
2136-11-24,19
2136-11-25,13
2136-11-26,10
2136-11-27,14
2136-11-28,11
2136-11-29,18
2136-11-30,12
2136-12-01,11
2136-12-02,6
2136-12-03,16
2136-12-04,16
2136-12-05,7
2136-12-06,13
2136-12-07,16
2136-12-08,8
2136-12-09,17
2136-12-10,13
2136-12-11,11
2136-12-12,11
2136-12-13,18
2136-12-14,15
2136-12-15,13
2136-12-16,10
2136-12-17,15
2136-12-18,8
2136-12-19,11
2136-12-20,16
2136-12-21,8
2136-12-22,20
2136-12-23,20
2136-12-24,9
2136-12-25,13
2136-12-26,18
2136-12-27,15
2136-12-28,16
2136-12-29,13
2136-12-30,18
2136-12-31,15
2137-01-01,15
2137-01-02,18
2137-01-03,18
2137-01-04,13
2137-01-05,12
2137-01-06,16
2137-01-07,12
2137-01-08,11
2137-01-09,12
2137-01-10,15
2137-01-11,11
2137-01-12,17
2137-01-13,12
2137-01-14,11
2137-01-15,14
2137-01-16,6
2137-01-17,18
2137-01-18,14
2137-01-19,15
2137-01-20,9
2137-01-21,11
2137-01-22,10
2137-01-23,12
2137-01-24,13
2137-01-25,13
2137-01-26,15
2137-01-27,14
2137-01-28,9
2137-01-29,14
2137-01-30,11
2137-01-31,16
2137-02-01,15
2137-02-02,19
2137-02-03,14
2137-02-04,12
2137-02-05,18
2137-02-06,10
2137-02-07,18
2137-02-08,19
2137-02-09,14
2137-02-10,10
2137-02-11,12
2137-02-12,18
2137-02-13,10
2137-02-14,12
2137-02-15,15
2137-02-16,6
2137-02-17,8
2137-02-18,10
2137-02-19,10
2137-02-20,9
2137-02-21,21
2137-02-22,18
2137-02-23,15
2137-02-24,11
2137-02-25,10
2137-02-26,14
2137-02-27,16
2137-02-28,22
2137-03-01,13
2137-03-02,9
2137-03-03,8
2137-03-04,17
2137-03-05,9
2137-03-06,8
2137-03-07,18
2137-03-08,15
2137-03-09,15
2137-03-10,11
2137-03-11,13
2137-03-12,16
2137-03-13,16
2137-03-14,15
2137-03-15,15
2137-03-16,13
2137-03-17,24
2137-03-18,14
2137-03-19,9
2137-03-20,14
2137-03-21,17
2137-03-22,17
2137-03-23,12
2137-03-24,12
2137-03-25,12
2137-03-26,13
2137-03-27,15
2137-03-28,12
2137-03-29,12
2137-03-30,20
2137-03-31,15
2137-04-01,16
2137-04-02,12
2137-04-03,15
2137-04-04,17
2137-04-05,15
2137-04-06,18
2137-04-07,12
2137-04-08,20
2137-04-09,10
2137-04-10,13
2137-04-11,29
2137-04-12,17
2137-04-13,12
2137-04-14,14
2137-04-15,21
2137-04-16,8
2137-04-17,5
2137-04-18,10
2137-04-19,14
2137-04-20,10
2137-04-21,19
2137-04-22,20
2137-04-23,19
2137-04-24,10
2137-04-25,15
2137-04-26,16
2137-04-27,10
2137-04-28,23
2137-04-29,19
2137-04-30,14
2137-05-01,14
2137-05-02,18
2137-05-03,15
2137-05-04,10
2137-05-05,10
2137-05-06,11
2137-05-07,11
2137-05-08,13
2137-05-09,14
2137-05-10,18
2137-05-11,12
2137-05-12,13
2137-05-13,18
2137-05-14,11
2137-05-15,17
2137-05-16,13
2137-05-17,21
2137-05-18,17
2137-05-19,9
2137-05-20,20
2137-05-21,10
2137-05-22,13
2137-05-23,14
2137-05-24,17
2137-05-25,12
2137-05-26,16
2137-05-27,13
2137-05-28,12
2137-05-29,20
2137-05-30,13
2137-05-31,28
2137-06-01,17
2137-06-02,14
2137-06-03,10
2137-06-04,11
2137-06-05,17
2137-06-06,14
2137-06-07,5
2137-06-08,15
2137-06-09,19
2137-06-10,17
2137-06-11,13
2137-06-12,14
2137-06-13,17
2137-06-14,9
2137-06-15,14
2137-06-16,12
2137-06-17,13
2137-06-18,16
2137-06-19,11
2137-06-20,13
2137-06-21,14
2137-06-22,6
2137-06-23,12
2137-06-24,20
2137-06-25,13
2137-06-26,20
2137-06-27,9
2137-06-28,10
2137-06-29,15
2137-06-30,20
2137-07-01,16
2137-07-02,13
2137-07-03,9
2137-07-04,15
2137-07-05,13
2137-07-06,12
2137-07-07,14
2137-07-08,12
2137-07-09,19
2137-07-10,15
2137-07-11,12
2137-07-12,13
2137-07-13,20
2137-07-14,14
2137-07-15,10
2137-07-16,16
2137-07-17,21
2137-07-18,20
2137-07-19,18
2137-07-20,9
2137-07-21,13
2137-07-22,12
2137-07-23,17
2137-07-24,12
2137-07-25,14
2137-07-26,12
2137-07-27,14
2137-07-28,9
2137-07-29,18
2137-07-30,9
2137-07-31,15
2137-08-01,8
2137-08-02,15
2137-08-03,9
2137-08-04,18
2137-08-05,10
2137-08-06,8
2137-08-07,19
2137-08-08,22
2137-08-09,18
2137-08-10,13
2137-08-11,18
2137-08-12,13
2137-08-13,7
2137-08-14,15
2137-08-15,15
2137-08-16,19
2137-08-17,19
2137-08-18,10
2137-08-19,22
2137-08-20,12
2137-08-21,10
2137-08-22,18
2137-08-23,13
2137-08-24,11
2137-08-25,10
2137-08-26,11
2137-08-27,17
2137-08-28,10
2137-08-29,16
2137-08-30,11
2137-08-31,20
2137-09-01,18
2137-09-02,18
2137-09-03,14
2137-09-04,9
2137-09-05,15
2137-09-06,18
2137-09-07,19
2137-09-08,20
2137-09-09,12
2137-09-10,14
2137-09-11,19
2137-09-12,8
2137-09-13,15
2137-09-14,15
2137-09-15,19
2137-09-16,6
2137-09-17,11
2137-09-18,8
2137-09-19,12
2137-09-20,15
2137-09-21,14
2137-09-22,12
2137-09-23,17
2137-09-24,12
2137-09-25,13
2137-09-26,14
2137-09-27,11
2137-09-28,9
2137-09-29,14
2137-09-30,12
2137-10-01,21
2137-10-02,19
2137-10-03,10
2137-10-04,11
2137-10-05,19
2137-10-06,16
2137-10-07,17
2137-10-08,18
2137-10-09,13
2137-10-10,12
2137-10-11,14
2137-10-12,22
2137-10-13,13
2137-10-14,12
2137-10-15,15
2137-10-16,12
2137-10-17,16
2137-10-18,10
2137-10-19,8
2137-10-20,18
2137-10-21,11
2137-10-22,11
2137-10-23,14
2137-10-24,7
2137-10-25,9
2137-10-26,15
2137-10-27,18
2137-10-28,17
2137-10-29,19
2137-10-30,13
2137-10-31,12
2137-11-01,17
2137-11-02,13
2137-11-03,26
2137-11-04,18
2137-11-05,15
2137-11-06,21
2137-11-07,15
2137-11-08,18
2137-11-09,22
2137-11-10,11
2137-11-11,14
2137-11-12,11
2137-11-13,19
2137-11-14,15
2137-11-15,18
2137-11-16,20
2137-11-17,16
2137-11-18,15
2137-11-19,21
2137-11-20,16
2137-11-21,10
2137-11-22,20
2137-11-23,20
2137-11-24,22
2137-11-25,13
2137-11-26,20
2137-11-27,11
2137-11-28,17
2137-11-29,8
2137-11-30,13
2137-12-01,8
2137-12-02,6
2137-12-03,17
2137-12-04,13
2137-12-05,15
2137-12-06,14
2137-12-07,19
2137-12-08,16
2137-12-09,12
2137-12-10,19
2137-12-11,19
2137-12-12,19
2137-12-13,19
2137-12-14,10
2137-12-15,13
2137-12-16,14
2137-12-17,17
2137-12-18,19
2137-12-19,16
2137-12-20,14
2137-12-21,18
2137-12-22,14
2137-12-23,9
2137-12-24,15
2137-12-25,15
2137-12-26,14
2137-12-27,12
2137-12-28,12
2137-12-29,11
2137-12-30,15
2137-12-31,12
2138-01-01,13
2138-01-02,15
2138-01-03,20
2138-01-04,12
2138-01-05,11
2138-01-06,16
2138-01-07,11
2138-01-08,10
2138-01-09,11
2138-01-10,18
2138-01-11,9
2138-01-12,13
2138-01-13,15
2138-01-14,16
2138-01-15,16
2138-01-16,12
2138-01-17,20
2138-01-18,16
2138-01-19,18
2138-01-20,10
2138-01-21,17
2138-01-22,10
2138-01-23,6
2138-01-24,13
2138-01-25,14
2138-01-26,13
2138-01-27,18
2138-01-28,15
2138-01-29,20
2138-01-30,19
2138-01-31,19
2138-02-01,18
2138-02-02,15
2138-02-03,14
2138-02-04,10
2138-02-05,17
2138-02-06,17
2138-02-07,6
2138-02-08,15
2138-02-09,16
2138-02-10,21
2138-02-11,9
2138-02-12,14
2138-02-13,20
2138-02-14,14
2138-02-15,19
2138-02-16,15
2138-02-17,15
2138-02-18,7
2138-02-19,16
2138-02-20,18
2138-02-21,18
2138-02-22,13
2138-02-23,10
2138-02-24,11
2138-02-25,10
2138-02-26,12
2138-02-27,11
2138-02-28,8
2138-03-01,17
2138-03-02,16
2138-03-03,14
2138-03-04,17
2138-03-05,11
2138-03-06,17
2138-03-07,14
2138-03-08,16
2138-03-09,9
2138-03-10,9
2138-03-11,18
2138-03-12,17
2138-03-13,15
2138-03-14,14
2138-03-15,21
2138-03-16,11
2138-03-17,13
2138-03-18,24
2138-03-19,17
2138-03-20,22
2138-03-21,18
2138-03-22,12
2138-03-23,21
2138-03-24,14
2138-03-25,18
2138-03-26,15
2138-03-27,14
2138-03-28,10
2138-03-29,12
2138-03-30,13
2138-03-31,13
2138-04-01,21
2138-04-02,11
2138-04-03,19
2138-04-04,14
2138-04-05,10
2138-04-06,20
2138-04-07,22
2138-04-08,19
2138-04-09,17
2138-04-10,15
2138-04-11,10
2138-04-12,8
2138-04-13,20
2138-04-14,15
2138-04-15,12
2138-04-16,11
2138-04-17,17
2138-04-18,17
2138-04-19,13
2138-04-20,17
2138-04-21,12
2138-04-22,21
2138-04-23,12
2138-04-24,14
2138-04-25,9
2138-04-26,14
2138-04-27,14
2138-04-28,15
2138-04-29,13
2138-04-30,20
2138-05-01,12
2138-05-02,13
2138-05-03,23
2138-05-04,14
2138-05-05,14
2138-05-06,10
2138-05-07,18
2138-05-08,17
2138-05-09,6
2138-05-10,10
2138-05-11,16
2138-05-12,13
2138-05-13,13
2138-05-14,24
2138-05-15,15
2138-05-16,12
2138-05-17,16
2138-05-18,15
2138-05-19,21
2138-05-20,19
2138-05-21,18
2138-05-22,17
2138-05-23,16
2138-05-24,19
2138-05-25,12
2138-05-26,11
2138-05-27,17
2138-05-28,12
2138-05-29,18
2138-05-30,12
2138-05-31,14
2138-06-01,7
2138-06-02,15
2138-06-03,12
2138-06-04,15
2138-06-05,14
2138-06-06,15
2138-06-07,17
2138-06-08,9
2138-06-09,16
2138-06-10,14
2138-06-11,12
2138-06-12,21
2138-06-13,18
2138-06-14,15
2138-06-15,16
2138-06-16,12
2138-06-17,11
2138-06-18,13
2138-06-19,13
2138-06-20,16
2138-06-21,9
2138-06-22,12
2138-06-23,9
2138-06-24,20
2138-06-25,10
2138-06-26,18
2138-06-27,14
2138-06-28,19
2138-06-29,13
2138-06-30,20
2138-07-01,10
2138-07-02,9
2138-07-03,9
2138-07-04,18
2138-07-05,19
2138-07-06,13
2138-07-07,11
2138-07-08,15
2138-07-09,24
2138-07-10,13
2138-07-11,14
2138-07-12,14
2138-07-13,20
2138-07-14,23
2138-07-15,9
2138-07-16,11
2138-07-17,16
2138-07-18,14
2138-07-19,12
2138-07-20,13
2138-07-21,18
2138-07-22,8
2138-07-23,16
2138-07-24,12
2138-07-25,14
2138-07-26,12
2138-07-27,13
2138-07-28,18
2138-07-29,21
2138-07-30,17
2138-07-31,15
2138-08-01,13
2138-08-02,18
2138-08-03,9
2138-08-04,20
2138-08-05,13
2138-08-06,9
2138-08-07,21
2138-08-08,15
2138-08-09,12
2138-08-10,22
2138-08-11,13
2138-08-12,21
2138-08-13,16
2138-08-14,17
2138-08-15,23
2138-08-16,17
2138-08-17,13
2138-08-18,20
2138-08-19,16
2138-08-20,13
2138-08-21,16
2138-08-22,15
2138-08-23,16
2138-08-24,20
2138-08-25,13
2138-08-26,9
2138-08-27,9
2138-08-28,15
2138-08-29,11
2138-08-30,15
2138-08-31,7
2138-09-01,18
2138-09-02,13
2138-09-03,10
2138-09-04,17
2138-09-05,11
2138-09-06,18
2138-09-07,19
2138-09-08,15
2138-09-09,15
2138-09-10,18
2138-09-11,13
2138-09-12,13
2138-09-13,9
2138-09-14,15
2138-09-15,11
2138-09-16,13
2138-09-17,19
2138-09-18,15
2138-09-19,11
2138-09-20,12
2138-09-21,14
2138-09-22,10
2138-09-23,15
2138-09-24,9
2138-09-25,7
2138-09-26,11
2138-09-27,10
2138-09-28,9
2138-09-29,4
2138-09-30,8
2138-10-01,13
2138-10-02,16
2138-10-03,20
2138-10-04,13
2138-10-05,11
2138-10-06,21
2138-10-07,10
2138-10-08,8
2138-10-09,15
2138-10-10,15
2138-10-11,10
2138-10-12,13
2138-10-13,12
2138-10-14,15
2138-10-15,9
2138-10-16,8
2138-10-17,9
2138-10-18,19
2138-10-19,16
2138-10-20,20
2138-10-21,13
2138-10-22,16
2138-10-23,14
2138-10-24,16
2138-10-25,10
2138-10-26,14
2138-10-27,15
2138-10-28,17
2138-10-29,20
2138-10-30,15
2138-10-31,23
2138-11-01,14
2138-11-02,22
2138-11-03,13
2138-11-04,10
2138-11-05,17
2138-11-06,19
2138-11-07,20
2138-11-08,17
2138-11-09,18
2138-11-10,13
2138-11-11,18
2138-11-12,15
2138-11-13,20
2138-11-14,16
2138-11-15,17
2138-11-16,14
2138-11-17,18
2138-11-18,10
2138-11-19,11
2138-11-20,8
2138-11-21,14
2138-11-22,13
2138-11-23,18
2138-11-24,13
2138-11-25,14
2138-11-26,10
2138-11-27,16
2138-11-28,14
2138-11-29,15
2138-11-30,7
2138-12-01,20
2138-12-02,14
2138-12-03,18
2138-12-04,14
2138-12-05,10
2138-12-06,19
2138-12-07,9
2138-12-08,6
2138-12-09,20
2138-12-10,13
2138-12-11,11
2138-12-12,9
2138-12-13,7
2138-12-14,18
2138-12-15,11
2138-12-16,16
2138-12-17,13
2138-12-18,14
2138-12-19,19
2138-12-20,13
2138-12-21,14
2138-12-22,15
2138-12-23,15
2138-12-24,9
2138-12-25,14
2138-12-26,10
2138-12-27,21
2138-12-28,12
2138-12-29,21
2138-12-30,13
2138-12-31,13
2139-01-01,10
2139-01-02,11
2139-01-03,16
2139-01-04,12
2139-01-05,10
2139-01-06,18
2139-01-07,21
2139-01-08,12
2139-01-09,13
2139-01-10,16
2139-01-11,13
2139-01-12,15
2139-01-13,12
2139-01-14,19
2139-01-15,16
2139-01-16,9
2139-01-17,12
2139-01-18,9
2139-01-19,11
2139-01-20,16
2139-01-21,14
2139-01-22,12
2139-01-23,12
2139-01-24,10
2139-01-25,19
2139-01-26,17
2139-01-27,14
2139-01-28,22
2139-01-29,12
2139-01-30,12
2139-01-31,20
2139-02-01,18
2139-02-02,13
2139-02-03,11
2139-02-04,18
2139-02-05,19
2139-02-06,15
2139-02-07,8
2139-02-08,7
2139-02-09,13
2139-02-10,16
2139-02-11,19
2139-02-12,16
2139-02-13,13
2139-02-14,13
2139-02-15,13
2139-02-16,20
2139-02-17,16
2139-02-18,12
2139-02-19,10
2139-02-20,25
2139-02-21,14
2139-02-22,12
2139-02-23,18
2139-02-24,9
2139-02-25,11
2139-02-26,14
2139-02-27,15
2139-02-28,19
2139-03-01,15
2139-03-02,9
2139-03-03,9
2139-03-04,16
2139-03-05,23
2139-03-06,22
2139-03-07,10
2139-03-08,23
2139-03-09,12
2139-03-10,23
2139-03-11,12
2139-03-12,14
2139-03-13,17
2139-03-14,22
2139-03-15,16
2139-03-16,14
2139-03-17,20
2139-03-18,19
2139-03-19,25
2139-03-20,17
2139-03-21,11
2139-03-22,14
2139-03-23,15
2139-03-24,18
2139-03-25,16
2139-03-26,11
2139-03-27,15
2139-03-28,14
2139-03-29,9
2139-03-30,13
2139-03-31,20
2139-04-01,19
2139-04-02,13
2139-04-03,14
2139-04-04,13
2139-04-05,10
2139-04-06,9
2139-04-07,17
2139-04-08,11
2139-04-09,18
2139-04-10,13
2139-04-11,21
2139-04-12,23
2139-04-13,19
2139-04-14,10
2139-04-15,21
2139-04-16,21
2139-04-17,9
2139-04-18,19
2139-04-19,14
2139-04-20,16
2139-04-21,13
2139-04-22,11
2139-04-23,13
2139-04-24,12
2139-04-25,16
2139-04-26,17
2139-04-27,16
2139-04-28,13
2139-04-29,15
2139-04-30,14
2139-05-01,21
2139-05-02,12
2139-05-03,7
2139-05-04,17
2139-05-05,16
2139-05-06,12
2139-05-07,17
2139-05-08,16
2139-05-09,11
2139-05-10,15
2139-05-11,10
2139-05-12,13
2139-05-13,14
2139-05-14,14
2139-05-15,22
2139-05-16,12
2139-05-17,14
2139-05-18,21
2139-05-19,14
2139-05-20,11
2139-05-21,13
2139-05-22,15
2139-05-23,20
2139-05-24,15
2139-05-25,15
2139-05-26,19
2139-05-27,18
2139-05-28,15
2139-05-29,8
2139-05-30,7
2139-05-31,18
2139-06-01,14
2139-06-02,14
2139-06-03,14
2139-06-04,26
2139-06-05,15
2139-06-06,21
2139-06-07,19
2139-06-08,11
2139-06-09,15
2139-06-10,8
2139-06-11,16
2139-06-12,17
2139-06-13,18
2139-06-14,16
2139-06-15,18
2139-06-16,22
2139-06-17,11
2139-06-18,9
2139-06-19,13
2139-06-20,17
2139-06-21,20
2139-06-22,22
2139-06-23,16
2139-06-24,10
2139-06-25,16
2139-06-26,21
2139-06-27,18
2139-06-28,21
2139-06-29,14
2139-06-30,19
2139-07-01,16
2139-07-02,17
2139-07-03,13
2139-07-04,13
2139-07-05,13
2139-07-06,18
2139-07-07,18
2139-07-08,17
2139-07-09,13
2139-07-10,18
2139-07-11,18
2139-07-12,17
2139-07-13,11
2139-07-14,17
2139-07-15,12
2139-07-16,17
2139-07-17,16
2139-07-18,12
2139-07-19,17
2139-07-20,16
2139-07-21,19
2139-07-22,17
2139-07-23,13
2139-07-24,13
2139-07-25,10
2139-07-26,12
2139-07-27,16
2139-07-28,18
2139-07-29,18
2139-07-30,17
2139-07-31,11
2139-08-01,14
2139-08-02,18
2139-08-03,19
2139-08-04,16
2139-08-05,16
2139-08-06,20
2139-08-07,7
2139-08-08,20
2139-08-09,9
2139-08-10,16
2139-08-11,13
2139-08-12,24
2139-08-13,12
2139-08-14,16
2139-08-15,15
2139-08-16,15
2139-08-17,11
2139-08-18,18
2139-08-19,14
2139-08-20,10
2139-08-21,15
2139-08-22,26
2139-08-23,21
2139-08-24,16
2139-08-25,14
2139-08-26,18
2139-08-27,12
2139-08-28,13
2139-08-29,19
2139-08-30,18
2139-08-31,17
2139-09-01,13
2139-09-02,15
2139-09-03,13
2139-09-04,9
2139-09-05,12
2139-09-06,12
2139-09-07,15
2139-09-08,16
2139-09-09,11
2139-09-10,21
2139-09-11,9
2139-09-12,20
2139-09-13,5
2139-09-14,21
